Genes,293GFPnoIR1_S1,293GFPnoIR2_S2,293GFPnoIR3_S3,293HATertnoIR1_S4,293HATertnoIR2_S5,293HATertnoIR3_S6,293GFPIR1_S7,293GFPIR2_S8,293GFPIR3_S9,293HATertIR1_S10,293HATertIR2_S11,293HATertIR3_S12
OSTC,3104,3222,6160,4781,7341,4487,4153,5212,2557,3142,1450,1057
AC107071.1,22,33,36,35,58,33,19,45,15,30,8,5
ETNPPL,57,48,135,108,178,97,109,106,80,98,31,39
COL25A1,493,412,1177,789,1274,885,835,903,582,538,302,207
ZCCHC23,2,0,2,2,4,4,0,0,1,0,0,0
SEC24B-AS1,39,40,79,51,111,72,66,78,49,29,18,12
SEC24B,1549,1487,3215,2629,3890,2526,2654,3128,1695,1827,1064,743
MCUB,979,1113,2056,1707,2728,1623,1620,2024,991,1283,680,460
CASP6,458,458,898,774,1183,747,705,932,421,504,228,172
AC004067.1,8,15,18,22,28,25,27,44,17,13,21,8
PLA2G12A,1952,2035,3968,3112,4565,3053,2821,3420,1806,2134,1102,897
CFI,6,14,24,12,8,17,16,16,6,24,4,10
AC126283.1,3,4,1,2,7,8,2,2,4,2,0,4
GAR1,1339,1239,2711,2614,3354,2358,2312,3170,1634,1899,991,734
RRH,22,31,59,57,100,55,29,67,32,36,16,8
LRIT3,16,18,18,40,53,32,42,37,27,22,11,1
EGF,22,12,14,6,31,34,9,10,3,2,6,0
ELOVL6,1675,1955,3718,3011,4621,2714,2932,3943,2023,2328,1264,908
ENPEP,53,62,98,81,107,69,88,85,48,57,34,15
AC098798.1,2,2,4,2,8,0,7,2,0,2,0,0
PANCR,7,5,5,3,14,4,3,3,8,9,2,0
PITX2,462,508,1075,753,1305,806,820,1171,652,649,458,323
LINC01438,0,0,0,0,0,0,0,0,0,0,0,0
AC083795.2,0,0,0,0,0,0,0,0,0,0,0,0
AC139718.2,0,0,0,0,0,0,0,0,0,0,0,1
AC139718.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004704.1,0,0,0,0,4,0,8,4,1,1,2,0
FAM241A,555,522,1576,1349,1939,1376,1522,1854,1135,1127,659,527
AC109347.1,37,21,63,52,80,65,49,54,44,40,12,16
AP1AR,1047,1023,2564,2167,2954,1990,1958,2458,1191,1365,808,559
AC109347.2,1,0,5,3,6,2,0,0,4,0,2,1
TIFA,398,413,865,681,955,634,561,661,355,338,207,160
ALPK1,200,280,416,301,553,382,290,353,226,227,154,78
NEUROG2,48,67,87,72,104,51,91,141,45,64,12,19
AC023886.1,32,32,57,42,67,52,38,38,14,33,8,6
ZGRF1,1051,1220,2241,1531,2360,1841,1713,2152,1278,1079,656,606
LARP7,1570,1563,3131,2931,3945,2742,2939,4173,2204,2397,1777,1242
MIR302CHG,2,4,8,1,7,1,1,6,2,5,3,2
AC106864.1,4,8,12,1,17,12,6,4,3,6,4,0
ANK2,,,,,,,,,,,,
113381457;113381457;113381457;113381457;113381457;113381457;113381457;113381457;113381457;113381457;113381457;113381457;113381457;113381457;113381457;113381457;113381457;113381457;113381457;113381457;113381457;113381457;113381457;113381457;113381457;113381457;113381457;113381457;113381457;113381457;113381457;113381457;113381457;113381457;113381457;113381457;113381457;113381457;113381457;113381457;113381457;113381457;113381457;113381457;113381457;113381457;113381457;113381457;113381457;113381457,,,,,,,,,,,,
113384206;113383725;113384221;113384221;113384221;113383725;113384221;113383735;113384221;113384221;113384221;113384221;113384221;113384221;113384221;113384221;113384221;113384216;113384206;113384206;113383952;113383740;113383725;113383725;113383725;113383724;113383724;113383724;113383724;113383724;113383724;113383723;113384221;113384221;113384221;113384221;113383725;113383725;113383724;113384221;113384221;113384221;113384206;113383732;113383725;113383724;113383724;113383724;113384221;113383725,813,547,404,,,,886,772,1695,1168,1976,1303
AC017007.5,2,0,0,2,2,0,0,0,0,0,0,0
AC093879.1,0,4,6,3,4,2,0,2,2,0,0,0
AC093879.2,0,1,2,0,0,0,0,0,0,0,0,0
CAMK2D,1243,1075,2425,1845,2847,1975,1865,2385,1277,1325,849,565
ARSJ,56,65,92,134,149,71,95,122,51,73,36,44
AC104779.1,1,0,0,0,0,2,0,1,3,0,0,0
UGT8,661,674,1288,1106,1743,1045,994,1231,662,693,357,275
NDST4,16,6,28,18,21,13,23,36,12,13,8,9
MTRNR2L13,0,0,0,0,0,0,0,0,0,0,0,0
AC106892.1,0,0,0,0,0,0,0,0,0,0,0,0
AC093765.5,0,0,0,0,0,0,0,0,0,0,0,0
AC093765.4,0,0,0,0,0,0,0,0,0,0,0,0
AC093765.3,0,0,0,0,0,0,0,0,0,0,0,0
AC093765.2,0,0,0,0,0,0,0,0,0,0,0,0
TRAM1L1,56,64,101,103,180,114,82,122,70,62,38,40
LINC02262,0,0,0,0,0,0,0,0,0,0,0,0
LINC02263,0,0,0,0,0,0,0,0,0,0,0,0
LINC01378,0,0,0,0,0,0,0,0,0,0,0,0
AC092661.1,0,0,0,0,0,1,0,0,0,0,0,0
LINC02264,0,0,0,0,0,0,0,0,0,0,0,0
NDST3,3,8,17,11,11,0,9,4,8,2,3,3
SNHG8,1578,1970,3143,2156,3418,2032,1903,3194,1462,2013,960,704
PRSS12,247,260,450,284,477,352,357,524,276,246,143,125
METTL14-DT,10,14,21,10,11,15,11,22,7,8,6,16
METTL14,1086,1014,2129,1865,2475,1734,1774,2464,1079,1426,819,623
SEC24D,1025,1116,2308,1385,2414,1466,1576,1739,991,1217,553,381
SYNPO2,14,12,19,7,20,19,12,44,16,1,8,7
MYOZ2,0,0,2,0,0,0,0,0,0,2,0,0
USP53,1155,1030,2263,1904,2845,2030,2056,2454,1434,1373,1003,696
C4orf3,2033,1982,3665,2733,4321,2667,2819,4097,1916,2227,1062,896
FABP2,0,0,2,2,0,2,0,0,2,0,0,0
AC093752.3,21,34,49,22,68,64,36,37,37,23,16,12
AC093752.2,2,0,2,5,2,0,1,0,0,1,0,0
PDE5A,450,424,1014,702,1215,741,775,841,535,491,283,207
AC080089.2,0,0,0,2,2,2,0,2,0,0,0,0
LINC01365,0,0,0,0,0,0,0,0,0,0,0,0
LINC02502,0,0,0,0,0,0,0,0,0,0,0,0
AC097173.2,1,0,6,1,2,7,2,5,2,3,2,0
MAD2L1,4741,4329,9843,7659,11444,7362,7608,9408,4566,5747,2790,2228
AC073475.1,5,5,15,14,14,25,4,7,4,1,2,1
AC025741.1,0,0,0,0,2,0,0,0,0,0,0,0
PRDM5,276,283,575,421,581,455,400,572,305,254,157,142
NDNF,194,241,417,266,470,330,367,434,239,228,106,98
AC105254.1,0,0,0,0,0,0,1,0,0,0,1,0
TNIP3,4,0,3,1,11,5,0,8,4,0,2,0
QRFPR,120,91,227,189,300,127,122,168,93,112,45,34
ANXA5,7009,8250,13818,10788,17374,10732,11144,15988,7711,9525,5070,3538
TMEM155,31,43,105,74,114,116,71,96,39,65,18,25
AC079341.1,4,2,9,4,6,5,0,5,2,4,1,2
EXOSC9,2678,2885,5019,4100,6141,4120,4029,5470,2727,3265,1647,1242
CCNA2,4484,4455,9246,7938,12163,7340,7241,9666,4859,5936,3348,2199
BBS7,1509,1546,2961,2352,3306,2233,2380,2959,1566,1571,933,763
AC079341.2,0,0,0,0,0,0,0,0,2,0,0,0
TRPC3,82,106,231,125,207,126,145,162,106,113,51,24
KIAA1109,1199,1227,2597,1658,2581,1997,1934,1998,1366,1066,658,615
ADAD1,0,0,0,0,0,0,0,0,0,0,0,0
IL2,0,0,0,0,0,0,0,0,0,0,0,0
IL21,0,0,0,0,0,0,0,0,0,0,0,0
IL21-AS1,0,0,0,0,0,0,0,0,0,0,0,0
AC053545.1,0,0,1,0,6,0,0,0,0,0,0,2
BBS12,180,194,391,302,438,278,260,326,180,202,87,78
FGF2,473,315,1061,706,1155,821,761,849,409,491,251,169
AC021205.3,25,13,28,19,41,16,33,22,19,11,16,5
NUDT6,156,158,243,165,256,194,182,264,100,110,82,38
SPATA5,507,508,1103,951,1462,886,1036,1140,612,643,415,337
AC026402.2,0,0,0,0,0,0,0,0,0,0,0,0
SPRY1,875,736,1366,920,1461,854,879,1174,546,726,356,241
AC093821.1,0,1,0,0,0,0,2,0,0,0,0,0
LINC02435,0,0,0,0,0,0,0,1,0,0,0,0
LINC01091,3,0,6,0,0,0,0,0,0,0,0,0
AC096732.1,0,0,0,0,0,0,0,0,0,0,0,0
AC108075.1,0,0,0,0,0,0,0,0,0,0,0,0
AC121154.1,0,0,0,0,0,0,0,0,0,0,0,0
AC133530.1,0,0,0,0,0,0,0,0,0,0,0,0
LINC02516,0,3,0,2,0,1,8,0,0,1,2,0
ANKRD50,884,754,1939,1508,2319,1543,1292,1427,934,810,455,353
FAT4,277,282,542,401,727,458,438,397,282,225,160,122
AC104664.1,0,0,0,0,0,0,0,0,0,0,0,0
LINC02379,0,0,0,0,0,0,0,0,0,0,0,0
AC097528.1,0,0,0,0,0,0,0,0,0,0,0,0
AC096773.1,0,0,0,0,0,0,0,0,0,0,0,0
AC093772.1,0,0,2,0,0,0,0,0,0,0,0,0
AC093772.2,0,0,0,0,0,0,0,0,0,0,0,0
AC097462.3,11,13,19,12,24,22,16,22,11,17,5,9
INTU,723,694,1624,1096,1622,1292,1009,1049,641,653,396,235
SLC25A31,4,0,0,0,2,0,0,0,0,0,0,0
HSPA4L,3337,3132,7007,6236,9124,5796,5444,6558,3833,4284,2645,1780
AC093591.2,5,2,21,4,12,12,10,9,6,10,4,2
PLK4,1724,1645,3804,2898,4233,2969,3100,3980,2129,2002,1282,966
MFSD8,629,635,1351,989,1410,1049,932,1025,539,593,294,205
ABHD18,500,526,917,829,1182,834,828,988,468,559,322,226
LARP1B,1315,1388,3017,2173,3273,2262,2529,2999,1715,2092,1162,855
PGRMC2,2637,2037,5393,4480,6181,3975,4141,5171,2578,2952,1748,1251
LINC02615,20,45,55,24,52,45,55,35,19,30,11,3
AC110609.1,0,0,1,0,0,0,0,0,0,0,0,0
AC078850.1,2,0,0,2,0,0,0,0,0,0,0,0
AC078850.2,0,0,0,0,0,0,0,0,0,0,0,0
JADRR,0,0,0,0,0,0,0,0,0,0,0,0
JADE1,1542,1516,3357,2459,3791,2434,2467,2887,1473,1645,885,693
SCLT1,744,768,1392,1177,1563,1050,1101,1460,829,879,510,376
C4orf33,599,656,1218,992,1474,1095,1037,1532,753,1029,579,380
AC082650.1,0,0,0,0,0,0,0,0,0,0,1,0
AC082650.2,0,0,0,0,0,0,0,0,0,0,0,0
LINC02466,2,0,2,0,0,0,0,0,0,0,0,0
LINC02465,0,0,0,0,0,0,0,0,0,0,0,0
LINC02479,0,0,0,0,0,0,0,0,0,0,0,0
AC093831.1,0,0,0,0,0,0,0,0,0,0,0,0
LINC02377,0,0,0,0,0,0,0,0,0,0,0,0
SNHG27,1,3,2,4,3,3,7,5,0,5,0,0
AC096711.2,0,0,2,0,0,0,0,2,0,0,0,0
AC093916.1,0,0,0,0,0,0,0,0,0,0,0,0
AC096711.1,0,0,0,0,0,0,0,0,0,0,0,0
AC114741.1,0,0,0,0,0,0,0,0,0,0,0,0
LINC01256,0,0,0,0,0,0,0,0,0,0,0,0
AC115622.1,0,0,0,0,0,1,0,2,0,0,0,0
AC110751.1,0,0,1,1,0,0,0,1,0,0,0,0
AC105383.1,42,41,137,71,126,77,84,110,49,61,35,28
PCDH10,1767,1719,3739,2435,4380,2467,2806,3548,1828,1886,1247,733
AC108052.1,0,0,0,0,0,0,0,0,0,0,0,0
AC079380.1,2,2,1,2,0,4,0,4,0,1,0,3
AC015631.1,3,8,10,14,7,6,8,5,8,1,1,1
AC096763.1,0,0,2,0,0,0,0,0,0,0,0,0
PABPC4L,400,333,954,736,1155,753,684,772,503,478,355,180
LINC02462,0,0,0,0,0,0,0,0,0,0,0,0
AC093722.1,0,0,0,0,0,0,0,0,0,0,0,0
AC104619.2,0,0,0,0,0,0,0,0,0,0,0,0
AC107463.1,0,0,0,0,0,0,0,0,0,0,0,0
LINC02485,0,0,0,0,0,0,0,0,0,0,0,0
AC105362.1,0,0,0,0,0,0,0,0,0,0,0,0
LINC00613,0,0,0,0,0,0,0,0,0,0,0,0
AC073429.2,0,0,0,0,0,0,0,0,0,0,0,0
AC018680.1,0,0,1,1,0,2,0,1,0,0,0,0
AC073429.1,0,0,0,0,0,0,0,0,0,0,0,0
LINC02511,0,0,0,0,0,0,0,0,0,0,0,0
LINC02510,0,0,0,0,0,0,0,0,0,0,0,0
PCDH18,172,154,335,264,460,309,284,415,198,221,140,138
LINC02172,0,0,0,0,0,0,0,0,0,0,0,0
AC116563.1,0,0,0,0,0,0,0,0,0,0,0,0
AC131956.2,0,0,0,0,0,0,0,0,0,0,0,0
AC131956.3,0,0,0,0,0,0,0,1,0,0,0,0
AC131956.1,0,0,0,0,0,0,0,0,0,0,0,0
AC097511.1,2,0,0,0,0,0,0,0,0,0,0,0
LINC00616,0,0,0,0,0,0,0,0,0,0,0,0
SLC7A11-AS1,13,2,9,8,19,29,9,5,4,7,7,4
SLC7A11,1011,835,2130,1591,2192,2526,1434,1603,1008,898,518,512
AC093903.1,0,0,0,0,0,0,0,0,0,0,0,0
LINC00498,0,0,0,0,0,0,0,0,0,0,0,0
LINC00499,0,0,0,0,0,0,0,2,0,0,0,0
LINC00500,0,0,0,0,0,0,0,0,0,0,0,0
AC098859.2,0,0,0,0,0,0,0,0,0,0,0,0
AC093766.1,0,0,0,0,0,0,0,0,0,0,0,0
AC109927.1,1,0,2,2,0,2,2,1,0,3,0,0
AC109927.2,0,0,0,0,0,0,0,0,0,0,0,0
NOCT,447,423,782,606,1134,539,589,589,359,439,230,124
ELF2,1299,1457,2709,2115,3228,2134,2279,2674,1338,1444,844,585
MGARP,269,293,564,405,703,386,425,527,301,363,143,123
NDUFC1,1904,2193,3629,3102,4361,2659,2482,2864,1311,1617,907,638
NAA15,5593,5524,11271,10523,14369,9015,8890,9839,5563,6351,3940,2723
AC097376.3,62,80,143,98,164,119,111,147,80,88,38,34
RAB33B,319,263,699,539,748,587,549,594,308,349,230,133
SETD7,2980,2767,7297,5807,8942,5062,5144,6133,3170,3223,2158,1440
AC112236.2,22,16,48,20,42,14,22,26,12,8,5,2
AC112236.3,0,0,0,0,1,2,0,0,1,0,0,0
AC112236.1,0,0,0,0,0,0,0,0,0,2,0,0
MGST2,566,692,1086,873,1319,895,820,1124,501,645,323,269
MAML3,238,275,495,357,601,451,359,508,274,263,178,110
AC108053.1,0,0,0,0,0,0,0,0,0,2,0,0
AC131182.1,0,4,0,0,1,0,0,0,0,0,0,0
SCOC,2306,1584,5659,4321,5953,3743,3652,3846,2008,2360,1183,874
SCOC-AS1,90,89,162,114,220,128,147,194,95,105,57,39
CLGN,851,785,1779,1193,1905,1417,1476,1972,938,1141,784,530
MGAT4D,0,0,0,0,0,0,0,0,0,0,2,0
ELMOD2,1374,1223,3543,2734,3789,2815,2670,3239,1968,2091,1096,788
UCP1,0,0,0,3,0,0,2,0,1,0,0,0
AC108019.2,1,0,2,0,3,0,3,1,0,1,0,0
TBC1D9,798,827,1717,1135,1851,1215,1297,1434,706,729,382,290
AC096733.1,0,0,0,0,2,0,0,0,0,0,0,0
AC096733.2,31,22,57,32,36,32,49,17,9,14,5,9
RNF150,952,875,2018,1320,2109,1531,1309,1644,866,894,603,422
ZNF330,1879,2012,3339,2496,4069,2679,2530,3794,1944,2485,1188,925
AC107220.1,0,0,0,0,0,0,0,0,0,1,0,0
LINC02432,0,0,0,0,0,0,0,0,0,0,0,0
AC097504.2,0,0,0,0,0,0,0,0,0,0,0,0
LINC02276,0,0,0,0,0,0,0,0,0,0,0,0
IL15,7,7,11,9,14,6,3,8,2,4,0,2
INPP4B,67,58,138,74,189,105,105,114,58,67,34,24
AC139720.2,0,0,0,0,0,0,0,0,0,0,0,0
AC139720.1,0,0,0,0,0,0,0,0,0,0,0,0
AC104596.1,22,15,34,23,33,33,38,32,38,12,8,13
USP38,1188,1085,2480,2034,2752,1625,1702,1873,1023,1065,670,400
AC097658.2,0,0,0,0,0,0,0,0,0,0,0,0
GAB1,467,397,1047,886,1286,913,756,942,561,620,347,236
AC097658.3,0,0,4,0,0,0,0,0,2,0,0,0
SMARCA5-AS1,82,121,197,152,306,238,177,202,130,116,88,50
SMARCA5,6097,6796,12655,11372,16048,10628,10838,14016,7579,8427,5120,3625
AC107223.1,0,0,3,1,1,0,0,0,1,0,0,0
FREM3,2,0,0,0,0,0,0,2,0,0,2,0
GYPE,0,0,0,0,0,0,0,0,0,0,0,0
GYPB,0,0,0,0,0,0,0,0,0,0,0,0
AC093890.2,0,0,0,0,0,0,0,0,0,0,0,0
GYPA,0,0,0,0,0,0,0,0,0,0,0,0
AC098588.3,0,0,0,0,2,1,0,0,0,0,2,0
AC106871.1,0,0,0,0,0,2,0,0,0,0,0,0
HHIP-AS1,37,26,35,28,67,39,39,48,25,43,10,11
HHIP,112,71,221,142,227,194,169,187,130,131,75,51
ANAPC10,481,522,928,864,1246,706,855,1122,516,742,365,288
AC109811.1,0,0,2,0,0,0,0,0,0,0,0,0
ABCE1,5237,4784,11505,10155,13760,8795,8687,9889,4884,6131,3405,2666
OTUD4,2282,2065,5269,4199,5968,3828,3715,4262,2618,2477,1555,1010
LINC02266,0,0,0,0,0,0,0,0,0,0,0,0
AC093796.1,0,1,0,0,0,0,0,0,0,0,0,0
SMAD1,457,440,1028,813,1256,768,798,1016,600,622,366,243
SMAD1-AS2,0,0,0,0,0,0,2,0,0,0,0,0
SMAD1-AS1,0,0,0,0,0,0,0,0,0,0,0,0
MMAA,113,117,249,157,257,173,181,236,112,111,83,64
AC093864.1,0,1,0,2,0,0,2,0,0,0,1,0
C4orf51,0,0,0,1,2,0,2,0,0,0,0,0
ZNF827,409,422,910,759,1159,715,727,959,530,478,303,192
AC104791.1,6,0,0,0,0,3,0,0,0,0,0,0
AC108206.1,0,0,0,0,0,0,0,0,2,0,0,0
LINC01095,0,0,0,0,0,0,0,0,0,0,0,0
LSM6,856,980,1583,1385,2049,1383,1648,2432,1234,1348,728,528
REELD1,3,3,9,10,17,2,14,4,1,9,8,6
AC097372.1,0,0,0,0,2,0,0,0,0,0,0,0
SLC10A7,452,434,1004,703,1201,734,866,978,565,551,434,228
POU4F2,8,12,26,14,24,6,14,8,14,12,2,6
TTC29,0,0,2,4,2,0,2,4,2,4,2,0
AC092435.2,0,1,0,0,0,0,0,0,0,0,0,0
AC092435.1,0,0,0,0,0,0,0,0,0,0,0,0
AC092435.3,0,0,0,0,0,0,0,0,0,0,0,0
AC097450.1,0,0,0,0,0,0,0,0,0,0,0,0
EDNRA,166,132,382,262,350,248,230,249,166,191,112,82
LINC02507,0,0,0,0,0,0,1,0,0,0,0,0
AC093835.1,0,1,2,0,7,0,2,1,0,0,3,2
TMEM184C,913,812,2178,1822,2869,1822,1821,2037,1162,1294,773,539
PRMT9,541,571,1071,823,1237,834,794,995,544,552,247,210
ARHGAP10,466,462,845,689,1045,657,687,829,365,422,247,154
NR3C2,425,438,793,645,1016,648,676,688,426,504,259,178
AC069272.1,0,1,0,2,0,0,0,0,0,0,0,0
AC002460.2,5,2,8,4,7,4,4,2,2,0,0,0
AC108935.1,0,0,0,0,0,0,0,0,0,0,0,0
AC002460.1,0,0,0,0,0,0,0,0,0,0,0,0
AC108156.1,0,1,0,0,0,0,0,0,0,0,0,0
LINC02430,0,0,0,0,0,0,0,0,0,2,0,0
LINC02355,0,0,0,0,0,0,0,0,0,0,0,0
IQCM,0,0,11,6,13,0,8,10,10,6,0,4
AC108168.1,0,0,0,0,0,0,0,0,0,0,0,0
AC093893.1,0,0,0,0,0,0,0,0,0,0,0,0
AC105343.1,0,0,0,0,0,0,0,0,0,0,0,0
AC105343.2,0,0,0,0,0,0,0,0,0,0,0,0
DCLK2,273,276,414,299,442,304,263,361,189,212,100,67
LRBA,3104,2998,6194,4762,7139,4910,4391,5030,2888,2812,1910,1188
AC110813.1,4,0,6,4,8,5,6,4,0,4,0,0
MAB21L2,1,4,0,2,4,0,0,1,0,5,0,0
RPS3A,14220,18453,25687,18533,27179,17826,14619,20976,9250,12383,5305,4012
SH3D19,1125,1111,2544,2078,3128,2004,1863,2455,1268,1206,899,597
AC095055.1,34,27,73,24,68,37,57,57,43,32,24,11
PRSS48,1,0,2,2,3,0,0,2,0,2,0,0
AC104819.3,0,2,2,2,3,4,3,4,0,4,2,0
FAM160A1-DT,9,11,11,8,3,8,5,3,2,4,1,0
FAM160A1,489,496,1004,631,1065,722,723,810,455,411,287,176
GATB,1302,1496,2271,1864,2936,1790,1599,2343,1117,1420,696,554
AC092611.1,10,6,26,14,26,14,11,24,10,7,2,2
AC107074.1,0,0,0,0,2,0,0,0,0,0,0,0
AC112242.2,0,0,0,0,0,0,0,0,0,0,0,0
AC112242.1,0,0,0,0,0,0,0,0,0,0,0,0
AC097375.2,0,0,0,0,0,0,0,0,0,0,0,0
AC097375.1,0,0,0,0,0,0,0,0,0,0,0,0
AC097375.4,0,0,0,0,0,0,0,0,0,0,0,0
AC097375.3,0,0,0,0,0,0,0,0,0,0,0,0
AC097375.5,0,0,0,0,0,0,0,0,0,0,0,0
LINC02273,0,0,0,0,0,0,0,0,0,0,0,0
AC079340.3,0,0,0,0,0,0,0,0,0,0,0,0
AC079340.1,0,2,0,0,0,0,0,0,0,0,0,0
AC079340.2,0,0,0,0,2,0,0,0,0,0,0,0
AC080078.1,0,0,0,0,0,0,2,2,2,0,0,2
AC080078.2,0,0,0,0,2,1,2,5,0,0,0,0
FBXW7,1007,968,2101,1408,2157,1503,1548,2061,1042,1121,606,516
FBXW7-AS1,3,0,1,0,1,1,0,0,1,0,0,0
AC023424.3,0,4,15,2,6,8,12,10,8,10,3,0
MIR4453HG,280,264,568,407,647,490,409,598,340,304,188,124
TMEM154,8,10,16,14,20,9,14,8,4,16,0,4
AC106882.1,0,0,0,0,0,0,0,0,0,0,0,0
TIGD4,37,27,110,35,75,53,47,75,39,39,19,16
ARFIP1,1061,994,2102,1732,2651,1673,1506,1785,857,978,529,325
AC093599.2,9,14,8,6,14,3,23,26,18,9,4,10
FHDC1,122,117,281,141,261,144,135,137,106,92,58,22
AC093599.1,0,0,0,0,0,0,0,4,0,0,0,0
TRIM2,934,698,2212,1488,2427,1753,1599,1852,1047,1013,599,455
MND1,710,755,1390,1062,1813,1143,1250,1746,801,1158,509,408
TMEM131L,1077,1186,2050,1676,2777,1598,1669,2138,1127,1360,776,550
AC106865.2,4,6,2,7,6,0,4,2,3,2,3,0
TLR2,0,0,0,0,0,0,0,0,2,0,0,0
RNF175,24,7,12,13,18,15,14,20,17,4,2,6
AC020703.1,0,0,0,0,0,0,0,0,0,0,0,0
SFRP2,2,0,2,0,4,0,2,4,0,2,0,0
AC079298.3,0,0,0,0,0,0,1,0,0,0,0,0
DCHS2,8,19,32,18,45,25,20,27,28,8,8,4
AC079298.1,0,0,0,0,0,0,0,0,0,0,0,0
AC079298.2,0,0,0,0,0,0,0,0,0,0,0,0
PLRG1,2892,3096,5768,4755,6876,4528,4263,5332,2831,3359,1569,1200
FGB,0,0,0,0,0,0,0,0,2,4,0,0
FGA,0,0,0,0,0,0,0,0,0,0,0,0
FGG,0,0,2,0,4,0,0,0,2,0,0,0
LRAT,24,12,46,31,38,26,31,25,9,4,8,14
AC009567.1,0,0,0,0,0,0,0,0,0,0,0,0
RBM46,0,0,0,0,2,0,0,0,0,0,0,0
AC097467.3,2,1,4,2,6,3,0,2,2,0,6,1
AC104407.1,0,0,0,0,0,0,0,2,0,0,0,0
NPY2R,0,0,0,0,0,0,0,0,0,0,0,0
AC097467.1,0,0,0,0,0,0,0,0,0,0,0,0
MAP9,795,635,1931,1424,2220,1579,1576,1814,1058,1138,776,524
AC097526.1,0,0,0,0,0,0,0,0,0,0,0,0
AC107208.1,0,0,0,0,0,0,0,0,0,0,0,0
GUCY1A1,236,269,593,525,818,458,523,611,305,336,203,147
AC104083.1,53,27,106,94,141,89,115,70,59,75,20,18
GUCY1B1,499,566,1200,886,1414,854,903,1243,611,727,459,374
ASIC5,0,0,0,1,0,0,1,0,0,0,0,0
TDO2,2,2,0,0,6,2,0,2,0,4,0,0
CTSO,58,53,106,110,102,78,120,168,74,58,43,30
AC096736.3,0,0,0,0,0,0,0,0,0,0,0,0
LINC02272,0,0,0,0,0,0,0,0,0,0,0,0
AC096736.2,0,0,0,0,0,0,0,0,0,0,0,0
AC096736.1,0,0,0,0,0,0,0,0,0,0,0,0
PDGFC,481,519,984,780,1158,800,781,798,393,455,227,189
AC092608.1,0,1,0,0,0,0,0,0,0,0,0,0
GLRB,249,219,529,340,541,333,302,354,182,203,108,86
GRIA2,0,0,4,8,2,0,0,0,0,0,0,2
AC093817.2,0,0,0,0,0,0,0,0,0,0,0,0
LINC02433,0,0,0,0,0,0,0,0,0,0,0,0
AC093817.1,0,0,0,0,0,0,0,0,0,0,0,0
AC017037.5,0,0,0,0,0,0,0,0,0,0,0,0
AC084740.1,0,0,0,0,0,0,0,0,0,0,0,0
GASK1B,4,2,8,12,10,10,8,9,11,6,2,0
FAM198B-AS1,2,0,2,0,6,6,4,6,0,0,0,0
AC098679.6,0,0,0,0,0,0,0,0,0,0,0,0
AC098679.1,0,0,0,0,0,0,0,0,0,0,0,0
TMEM144,336,308,767,516,894,558,536,672,349,431,183,181
AC098679.5,3,2,3,0,2,5,2,2,0,4,0,0
RXFP1,0,0,0,1,0,2,0,0,0,0,0,0
AC121161.2,0,0,0,0,0,0,0,0,0,0,0,0
C4orf46,1255,1129,2535,2091,3264,2137,2034,2458,1322,1475,789,617
ETFDH,1294,1453,2368,2029,3013,1985,1992,2554,1331,1591,886,599
PPID,1636,1955,2993,3285,4452,2858,3335,4426,2369,2947,1691,1238
FNIP2,964,807,1954,1429,2148,1242,1373,1563,806,855,461,306
C4orf45,4,0,1,0,1,1,0,2,0,0,0,0
RAPGEF2,1044,852,2229,1600,2472,1608,1666,1740,1035,925,608,459
AC074344.2,0,0,0,0,0,0,0,0,0,0,0,0
LINC02233,0,0,0,0,0,0,0,0,0,0,0,0
LINC02477,0,0,0,2,0,0,0,0,0,0,0,0
AC104793.1,4,4,4,16,11,12,6,6,12,10,4,8
FSTL5,8,6,4,0,5,9,3,6,2,8,4,0
AC023136.1,0,0,0,0,0,0,0,0,0,0,0,0
AC021134.1,0,0,0,0,0,0,0,0,0,0,0,0
AC021134.2,0,0,0,0,0,0,0,0,0,0,0,0
AC022272.1,5,5,7,16,24,26,20,18,6,8,6,6
NAF1,1172,1129,2565,1905,3095,1844,1938,2519,1512,1814,1091,697
NPY1R,122,103,236,213,360,201,243,293,112,159,82,73
NPY5R,28,43,73,35,55,54,47,46,30,18,9,6
TKTL2,0,0,0,0,0,2,0,4,0,0,0,0
TMA16,981,1117,2417,2023,2959,2060,2145,2752,1457,1704,877,668
AC093788.1,29,14,50,47,46,58,20,75,24,59,33,18
SMIM31,0,0,0,0,0,0,0,0,0,0,0,0
APELA,0,6,2,0,0,6,0,2,4,0,0,0
AC106872.12,0,0,0,0,0,0,0,0,0,0,0,0
TRIM61,0,0,0,0,0,0,0,0,0,0,0,0
FAM218A,0,0,0,0,0,0,0,0,0,0,0,0
AC106872.9,0,0,0,0,0,0,0,0,0,0,0,0
TRIM60,0,0,0,0,0,0,0,0,0,0,0,0
TRIM75P,0,0,0,2,8,0,0,0,0,0,0,0
TMEM192,1010,1086,2249,1895,2940,1729,1884,2091,1192,1283,720,612
KLHL2,460,440,870,641,1028,706,698,801,501,475,242,189
GK3P,0,12,2,1,4,8,6,2,4,0,2,2
MSMO1,1295,1116,2485,2028,2860,1766,1706,1918,975,1190,632,396
CPE,1572,1729,3068,2049,3453,2170,2353,3386,1591,1840,902,732
AC080079.2,4,6,10,6,6,1,0,10,14,6,4,0
