Gene,logFC,logCPM,F,PValue,FDR
RPS12,-0.659777630524018,9.35986555517824,47.1438855531215,9.57134371621095e-07,0.00012332747806276
TBCD,-0.466247508211286,6.70804342532041,47.0154721568211,9.76406649387844e-07,0.000124878794135782
B9D1,-0.556922927956551,5.31650456785185,46.8371270863943,1.00388929284816e-06,0.000125761334169655
PSAP,-0.51820100562973,8.33831468857824,46.8323478867903,1.00462901905435e-06,0.000125761334169655
RNPEP,-0.634176681858952,6.48605445622925,46.8289742955784,1.00515835256645e-06,0.000125761334169655
WBP11,0.489900818230866,7.59637002298514,46.744325668928,1.01851265192103e-06,0.000126515391712723
ATP5F1B,-0.58892973590618,9.89366964387236,46.5062182229217,1.05713543223894e-06,0.000129840889350747
GALK1,-0.687697964959836,5.46230382167815,46.4870333606611,1.06032464951091e-06,0.000129840889350747
NCL,0.541999679039987,11.0532931486447,46.4142161433174,1.07248709311566e-06,0.000130405367251654
WDR77,-0.735060456896924,6.66070718025246,46.3001396860702,1.09186380068485e-06,0.000131833009668704
AGTRAP,-0.640158590908328,5.17416644664995,46.2440945026807,1.10153587890832e-06,0.000132077211702993
SNRPB,-0.672351462866452,8.77167869270286,46.1638101179175,1.11552395351745e-06,0.000132442647625293
RPF1,0.463799880900994,6.83852916788707,46.1388041430737,1.11992508706665e-06,0.000132442647625293
TMEM121,-0.843468781315178,3.30465882159484,45.9092696052211,1.16137431194001e-06,0.000135832932626092
AGRN,-0.511813530815023,6.30911959604826,45.8923838030925,1.16432723437169e-06,0.000135832932626092
BEX4,0.592516348539647,6.85899056504618,45.7996666713499,1.18152945084643e-06,0.000136869346796911
NELFB,-0.555325015393076,6.46999963495875,45.7187489411271,1.19677252000123e-06,0.000136869346796911
ATG2A,-0.540115987628718,5.3472890512812,45.7176577387003,1.19699243405152e-06,0.000136869346796911
FOCAD,-0.513365396026624,6.29075485060599,45.5954796923658,1.22040911318156e-06,0.000138063244920049
LSM6,0.550976709271887,5.23735913166802,45.5034036112682,1.23840140886607e-06,0.000138063244920049
HMGN5,0.933008912423507,7.36293089163063,45.4896954221671,1.24110033159642e-06,0.000138063244920049
SGSM3,-0.596639390103956,6.5840941015202,45.4886976100107,1.24129843572297e-06,0.000138063244920049
